commit,file,branch_ids,content_blob,credential_like_fields,classification
6eb5f9a171e878bade48ed92755d4df8c0607b4a,.env.example,B06; B07; B08; B09; B10; B12; B13; B14; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
6eba643cd9e2ddbb8b5c4d87547211ca7646d9b2,.env,B01; B02; B22; B25; B28; B36; B38,3a4bfe014eb7255be592c1b44df67c1e2859951e,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; GOOGLE_CONSOLE_API_KEY [provider_token_pattern]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
6eba643cd9e2ddbb8b5c4d87547211ca7646d9b2,.env.example,B01; B02; B22; B25; B28; B36; B38,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
6edc98480dabd6a57d939315f1f2f9cf5f0537b7,.env,B01; B02; B22; B25; B28; B36; B38,81e7947c64d59188b6a3eaba48dc86ec8da59a1c,CLAUDE_API_KEY [provider_token_pattern]; DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_RELMOTOR [nonempty_literal]; DB_PASSWORD_RELMOTOR_REMOTE [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; GMAPS_API_KEY [provider_token_pattern]; GOOGLE_CONSOLE_API_KEY [provider_token_pattern]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; OPENAI_API_KEY [provider_token_pattern]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
6edc98480dabd6a57d939315f1f2f9cf5f0537b7,.env.example,B01; B02; B22; B25; B28; B36; B38,d46e07989edc6f6f2b88e727667b356d126bb9bc,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
6eea9ab9cee13c29aa65f788c0c263a295a433e1,.env,B05; B06; B07; B08; B09; B10; B11; B12; B13; B14; B18; B19; B20; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,996216526783ac75d8fbf09d93f61f3be016122e,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
6eea9ab9cee13c29aa65f788c0c263a295a433e1,.env.example,B05; B06; B07; B08; B09; B10; B11; B12; B13; B14; B18; B19; B20; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
6f0f5c897c8caea8d96829670608acf533ae959b,.env,B06; B07; B08; B09; B10; B12; B13; B14; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,d2473e86ab5dddd776f1ed7bfb97e7d8fb15213e,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; GMAPS_API_KEY [provider_token_pattern]; GOOGLE_CONSOLE_API_KEY [provider_token_pattern]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
6f0f5c897c8caea8d96829670608acf533ae959b,.env.example,B06; B07; B08; B09; B10; B12; B13; B14; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
6f10cb2560a247a0027702cbdc825e9bf7125e98,.env,B01; B02; B22; B25; B28; B36; B38,fb6f10ebeb08b0a1089665013f151c9b3ebd493e,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_RELMOTOR [nonempty_literal]; DB_PASSWORD_RELMOTOR_REMOTE [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; FIREBASE_API_KEY [provider_token_pattern]; GEMINI_API_KEY [provider_token_pattern]; GMAPS_API_KEY [provider_token_pattern]; GOOGLE_CONSOLE_API_KEY [provider_token_pattern]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal]; TYPESENSE_API_KEY [short_literal],provider-token-format
6f10cb2560a247a0027702cbdc825e9bf7125e98,.env.example,B01; B02; B22; B25; B28; B36; B38,d46e07989edc6f6f2b88e727667b356d126bb9bc,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
6f12dafcc25bcee926164ce9e527667dc30c11c4,.env,B04; B05; B06; B07; B08; B09; B10; B11; B12; B13; B14; B15; B16; B18; B19; B20; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,de00e1ccd2a903e70f94fb339e6665ec1abd201a,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
6f12dafcc25bcee926164ce9e527667dc30c11c4,.env.example,B04; B05; B06; B07; B08; B09; B10; B11; B12; B13; B14; B15; B16; B18; B19; B20; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
6f3958a4a59746e9941a56d18591e33618e6224a,.env,B04; B05; B06; B07; B08; B09; B10; B11; B12; B13; B14; B15; B16; B18; B19; B20; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,de00e1ccd2a903e70f94fb339e6665ec1abd201a,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
6f3958a4a59746e9941a56d18591e33618e6224a,.env.example,B04; B05; B06; B07; B08; B09; B10; B11; B12; B13; B14; B15; B16; B18; B19; B20; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
6f3c20bd2b3b74f172def665547bead235b9e6f6,.env.example,B01; B02; B22; B25; B28; B36; B38,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
6f6bbf5b06ac374297579eddfca2a042694cda6b,.env,B14; B21; B23; B24; B32,f6fdb87e2dcbc9797e632b73adacb0b41e607838,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_RELMOTOR [nonempty_literal]; DB_PASSWORD_RELMOTOR_REMOTE [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; FIREBASE_API_KEY [provider_token_pattern]; FIREBASE_PRIVATE_KEY [private_key_block]; GEMINI_API_KEY [provider_token_pattern]; GMAPS_API_KEY [provider_token_pattern]; GOOGLE_CONSOLE_API_KEY [provider_token_pattern]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal]; TYPESENSE_API_KEY [short_literal],private-key-literal
6f6bbf5b06ac374297579eddfca2a042694cda6b,.env.example,B14; B21; B23; B24; B32,d46e07989edc6f6f2b88e727667b356d126bb9bc,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
6f897d0fdb0c27d50a51d612fc101855f5d90657,.env.example,B04; B05; B06; B07; B08; B09; B10; B11; B12; B13; B14; B15; B16; B17; B18; B19; B20; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
6f9006b8efe2ff22754becc34847c1cd5ec2c179,.env,B06; B07; B08; B09; B10; B12; B13; B14; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,86cd99c3ec82c27d446ca9151921314a19751036,CLAUDE_API_KEY [provider_token_pattern]; DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; GMAPS_API_KEY [provider_token_pattern]; GOOGLE_CONSOLE_API_KEY [provider_token_pattern]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; OPENAI_API_KEY [provider_token_pattern]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
6f9006b8efe2ff22754becc34847c1cd5ec2c179,.env.example,B06; B07; B08; B09; B10; B12; B13; B14; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,d46e07989edc6f6f2b88e727667b356d126bb9bc,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
6fb8b00e8ec36c69e6f0c7be3549d6b6df6ec1a0,.env,B01; B02; B22; B25; B28; B36; B38,f6fdb87e2dcbc9797e632b73adacb0b41e607838,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_RELMOTOR [nonempty_literal]; DB_PASSWORD_RELMOTOR_REMOTE [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; FIREBASE_API_KEY [provider_token_pattern]; FIREBASE_PRIVATE_KEY [private_key_block]; GEMINI_API_KEY [provider_token_pattern]; GMAPS_API_KEY [provider_token_pattern]; GOOGLE_CONSOLE_API_KEY [provider_token_pattern]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal]; TYPESENSE_API_KEY [short_literal],private-key-literal
6fb8b00e8ec36c69e6f0c7be3549d6b6df6ec1a0,.env.example,B01; B02; B22; B25; B28; B36; B38,d46e07989edc6f6f2b88e727667b356d126bb9bc,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
6fb8ef5008013de431522327b2f44a3b945a643d,.env,B04; B05; B06; B07; B08; B09; B10; B11; B12; B13; B14; B15; B16; B17; B18; B19; B20; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,27c9f72720efa4336418f64928259f950a99e655,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
6fb8ef5008013de431522327b2f44a3b945a643d,.env.example,B04; B05; B06; B07; B08; B09; B10; B11; B12; B13; B14; B15; B16; B17; B18; B19; B20; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
6fbb47f29125a35c8aeefdb1bb2abbacf9a3047b,.env,B05; B06; B07; B08; B09; B10; B12; B13; B14; B18; B19; B20; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,af04a62c0b9df8f1c3c8702db84d1f51af1df303,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
6fbb47f29125a35c8aeefdb1bb2abbacf9a3047b,.env.example,B05; B06; B07; B08; B09; B10; B12; B13; B14; B18; B19; B20; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
6fc5c72a97fd8334c02f87058b2a676d3e36322a,.env,B06; B07; B08; B09; B10; B12; B13; B14; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,3a4bfe014eb7255be592c1b44df67c1e2859951e,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; GOOGLE_CONSOLE_API_KEY [provider_token_pattern]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
6fc5c72a97fd8334c02f87058b2a676d3e36322a,.env.example,B06; B07; B08; B09; B10; B12; B13; B14; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
6fc9fe5ac493cfc296eb2c648522602babe18a39,.env.example,B01; B02; B22; B25; B28; B36; B38,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
6fd8ef1b5126c98201b70cf04373d7f45a43abb7,.env,B05; B06; B07; B08; B09; B10; B11; B12; B13; B14; B18; B19; B20; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,996216526783ac75d8fbf09d93f61f3be016122e,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
6fd8ef1b5126c98201b70cf04373d7f45a43abb7,.env.example,B05; B06; B07; B08; B09; B10; B11; B12; B13; B14; B18; B19; B20; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
6feed20255482aad2ebc7b41cc318efb99475ad3,.env,B01; B02; B22; B25; B28; B36; B38,996216526783ac75d8fbf09d93f61f3be016122e,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_FACTORY_PARTS [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
6feed20255482aad2ebc7b41cc318efb99475ad3,.env.example,B01; B02; B22; B25; B28; B36; B38,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
6ff8b29324f52da7cbe40fb4e466000e67da1b9f,.env.example,B01; B02; B22; B25; B28; B36; B38,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
6ffd54c9b7fc06c20baeb45f20e94c81a4d88487,.env,B04; B05; B06; B07; B08; B09; B10; B11; B12; B13; B14; B16; B18; B19; B20; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,243eff1129e67a159e81c020e6f0fda81068eaa2,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_MPP [nonempty_literal]; DB_PASSWORD_WOO3 [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; MAIL_PASSWORD_3 [nonempty_literal]; MAIL_PASSWORD_4 [nonempty_literal]; MAIL_PASSWORD_5 [opaque_literal]; REDIS_PASSWORD [short_literal]; SENDGRID_API_KEY [provider_token_pattern]; SENDINBLUE_API_KEY [opaque_literal],provider-token-format
6ffd54c9b7fc06c20baeb45f20e94c81a4d88487,.env.example,B04; B05; B06; B07; B08; B09; B10; B11; B12; B13; B14; B16; B18; B19; B20; B21; B23; B24; B26; B27; B29; B30; B31; B32; B33; B34,586b06a46599df5e5fc22e4d710f3cafa1a2808b,DB_PASSWORD [nonempty_literal]; DB_PASSWORD_2 [nonempty_literal]; DB_PASSWORD_3 [nonempty_literal]; DB_PASSWORD_4 [nonempty_literal]; DB_PASSWORD_5 [nonempty_literal]; DB_PASSWORD_6 [nonempty_literal]; DB_PASSWORD_DSI [nonempty_literal]; MAIL_PASSWORD [nonempty_literal]; REDIS_PASSWORD [short_literal],nonempty-secret-named-literal
